"collection num","customer collection num","collection date","collection time","customer collection date","customer collection time","status","shopkeeper","kiosk name","kiosk city","Kiosk alias","amount","currency","customer id","valor_comision"
"61580917791044",12532,"2020-02-05","10:50:44","2020-02-05","10:50:44","Exitosa","188566","1810P0920AWM3306","Bogota","Calle 71",310000,"cop","442138622258",742
"41580918108897",12535,"2020-02-05","10:54:02","2020-02-05","10:54:02","Exitosa","148824","H16632R000620","Bogota","Polo",100000,"cop","442138622258",418
"41580918084264",12537,"2020-02-05","10:55:00","2020-02-05","10:55:00","Exitosa","204864","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"11580918213687",12539,"2020-02-05","10:57:50","2020-02-05","10:57:50","Exitosa","229721","1810P0920AWM3306","Bogota","Calle 71",44000,"cop","442138622258",418
"01580918493042",12543,"2020-02-05","11:01:58","2020-02-05","11:01:58","Exitosa","213980","H16632R000452","Medellin","C.C. Del Rio",55000,"cop","442138622258",418
"41580918519689",12544,"2020-02-05","11:02:08","2020-02-05","11:02:08","Exitosa","203354","H16632R000614","Medellin","J&B Laureles",32000,"cop","442138622258",760
"01580918598402",12546,"2020-02-05","11:03:15","2020-02-05","11:03:15","Exitosa","230650","H16632R000614","Medellin","J&B Laureles",12000,"cop","442138622258",760
"41580918893323",12550,"2020-02-05","11:09:29","2020-02-05","11:09:29","Exitosa","158294","H16632R000660","Barranquilla","Bahia",25000,"cop","442138622258",418
"81580919207606",12552,"2020-02-05","11:12:59","2020-02-05","11:12:59","Exitosa","92438","H16632R000429","Bogota","NB Chia",40000,"cop","442138622258",760
"81580919197488",12554,"2020-02-05","11:14:14","2020-02-05","11:14:14","Exitosa","194468","H16632R000660","Barranquilla","Bahia",12000,"cop","442138622258",418
"01580919288621",12556,"2020-02-05","11:16:30","2020-02-05","11:16:30","Exitosa","193720","H16632R000452","Medellin","C.C. Del Rio",400000,"cop","442138622258",742
"01580919408579",12558,"2020-02-05","11:17:10","2020-02-05","11:17:10","Exitosa","167670","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"61580919490655",12561,"2020-02-05","11:19:32","2020-02-05","11:19:32","Exitosa","232856","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",50000,"cop","442138622258",418
"81580919581267",12562,"2020-02-05","11:20:00","2020-02-05","11:20:00","Exitosa","162198","H16632R000452","Medellin","C.C. Del Rio",27000,"cop","442138622258",418
"81580919994362",12564,"2020-02-05","11:27:05","2020-02-05","11:27:05","Exitosa","212968","H16632R000427","Bogota","NB Calle 34",10000,"cop","442138622258",760
"41580920167098",12567,"2020-02-05","11:29:48","2020-02-05","11:29:48","Exitosa","196444","H16632R000652","Cali","Ciudad Jardin",60000,"cop","442138622258",418
"11580920194614",12568,"2020-02-05","11:30:02","2020-02-05","11:30:02","Exitosa","201841","H16632R000452","Medellin","C.C. Del Rio",45000,"cop","442138622258",418
"11580920226357",12570,"2020-02-05","11:30:41","2020-02-05","11:30:41","Exitosa","207841","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"81580920272327",12573,"2020-02-05","11:31:22","2020-02-05","11:31:22","Exitosa","202218","H16632R000452","Medellin","C.C. Del Rio",40000,"cop","442138622258",418
"31580920276772",12574,"2020-02-05","11:31:41","2020-02-05","11:31:41","Exitosa","197943","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"61580920337315",12576,"2020-02-05","11:32:47","2020-02-05","11:32:47","Exitosa","218016","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"31580920558266",12578,"2020-02-05","11:36:04","2020-02-05","11:36:04","Exitosa","65353","H16632R000452","Medellin","C.C. Del Rio",50000,"cop","442138622258",418
"21580920922039",12580,"2020-02-05","11:42:48","2020-02-05","11:42:48","Exitosa","196742","H16632R000452","Medellin","C.C. Del Rio",156000,"cop","442138622258",687
"31580921015162",12582,"2020-02-05","11:43:58","2020-02-05","11:43:58","Exitosa","208833","H16632R000652","Cali","Ciudad Jardin",25000,"cop","442138622258",418
"91580921077852",12584,"2020-02-05","11:45:33","2020-02-05","11:45:33","Exitosa","119789","H16632R000452","Medellin","C.C. Del Rio",24000,"cop","442138622258",418
"91580921355492",12589,"2020-02-05","11:49:11","2020-02-05","11:49:11","Exitosa","217789","H16632R000429","Bogota","NB Chia",44000,"cop","442138622258",760
"21580921368432",12591,"2020-02-05","11:50:10","2020-02-05","11:50:10","Exitosa","200322","H16632R000630","Bogota","J&B  Chapinero",10000,"cop","442138622258",760
"21580921458590",12593,"2020-02-05","11:51:15","2020-02-05","11:51:15","Exitosa","200322","H16632R000630","Bogota","J&B  Chapinero",2000,"cop","442138622258",760
"71580921492464",12597,"2020-02-05","11:52:22","2020-02-05","11:52:22","Exitosa","184687","H16632R000652","Cali","Ciudad Jardin",30000,"cop","442138622258",418
"81580921551048",12598,"2020-02-05","11:53:37","2020-02-05","11:53:37","Exitosa","156568","H16632R000620","Bogota","Polo",278000,"cop","442138622258",687
"51580921642981",12600,"2020-02-05","11:54:42","2020-02-05","11:54:42","Exitosa","219115","H16632R000660","Barranquilla","Bahia",16000,"cop","442138622258",418
"51580921840156",12602,"2020-02-05","11:57:21","2020-02-05","11:57:21","Exitosa","199325","H16632R000452","Medellin","C.C. Del Rio",60000,"cop","442138622258",418
"81580921890185",12604,"2020-02-05","11:57:53","2020-02-05","11:57:53","Exitosa","54078","H16632R000614","Medellin","J&B Laureles",50000,"cop","442138622258",760
"71580922064148",12607,"2020-02-05","12:01:24","2020-02-05","12:01:24","Exitosa","197947","H16632R000660","Barranquilla","Bahia",70000,"cop","442138622258",418
"91580922518220",12609,"2020-02-05","12:09:33","2020-02-05","12:09:33","Exitosa","209339","H16632R000652","Cali","Ciudad Jardin",10000,"cop","442138622258",418
"41580922765183",12612,"2020-02-05","12:13:09","2020-02-05","12:13:09","Exitosa","156484","H16632R000655","Bogota","NB Chico",20000,"cop","442138622258",760
"51580922797258",12614,"2020-02-05","12:13:33","2020-02-05","12:13:33","Exitosa","162185","1810P0920AWM3306","Bogota","Calle 71",10000,"cop","442138622258",418
"31580922789833",12616,"2020-02-05","12:16:27","2020-02-05","12:16:27","Exitosa","155153","H16632R000660","Barranquilla","Bahia",12000,"cop","442138622258",418
"81580922913225",12617,"2020-02-05","12:16:36","2020-02-05","12:16:36","Exitosa","178088","H16632R000630","Bogota","J&B  Chapinero",2000,"cop","442138622258",760
"61580922992335",12619,"2020-02-05","12:16:57","2020-02-05","12:16:57","Exitosa","127906","H16632R000459","Medellin","J&B Envigado",50000,"cop","442138622258",760
"81580923032021",12621,"2020-02-05","12:17:28","2020-02-05","12:17:28","Exitosa","178088","H16632R000630","Bogota","J&B  Chapinero",20000,"cop","442138622258",760
"61580923471901",12623,"2020-02-05","12:24:48","2020-02-05","12:24:48","Exitosa","187446","H16632R000633","Bogota","NB Modelia",30000,"cop","442138622258",760
"81580923585785",12627,"2020-02-05","12:26:52","2020-02-05","12:26:52","Exitosa","217788","H16632R000630","Bogota","J&B  Chapinero",7000,"cop","442138622258",760
"71580923855296",12629,"2020-02-05","12:31:20","2020-02-05","12:31:20","Exitosa","220637","H16632R000452","Medellin","C.C. Del Rio",140000,"cop","442138622258",687
"21580923883892",12631,"2020-02-05","12:32:24","2020-02-05","12:32:24","Exitosa","81052","H16632R000660","Barranquilla","Bahia",44000,"cop","442138622258",418
"41580924052683",12633,"2020-02-05","12:34:04","2020-02-05","12:34:04","Exitosa","82854","H16632R000614","Medellin","J&B Laureles",60000,"cop","442138622258",760
"41580924063008",12636,"2020-02-05","12:35:14","2020-02-05","12:35:14","Exitosa","221184","H16632R000652","Cali","Ciudad Jardin",49000,"cop","442138622258",418
"31580924137048",12639,"2020-02-05","12:35:36","2020-02-05","12:35:36","Exitosa","164723","H16632R000452","Medellin","C.C. Del Rio",50000,"cop","442138622258",418
"51580924104795",12640,"2020-02-05","12:36:10","2020-02-05","12:36:10","Exitosa","220635","H16632R000459","Medellin","J&B Envigado",17000,"cop","442138622258",760
"61580924368608",12645,"2020-02-05","12:40:05","2020-02-05","12:40:05","Exitosa","88746","H16632R000652","Cali","Ciudad Jardin",64000,"cop","442138622258",418
"51580924459436",12647,"2020-02-05","12:41:17","2020-02-05","12:41:17","Exitosa","155655","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"51580924502963",12650,"2020-02-05","12:41:58","2020-02-05","12:41:58","Exitosa","155655","H16632R000660","Barranquilla","Bahia",10000,"cop","442138622258",418
"61580924509160",12651,"2020-02-05","12:42:10","2020-02-05","12:42:10","Exitosa","88746","H16632R000652","Cali","Ciudad Jardin",4000,"cop","442138622258",418
"41580924678940",12653,"2020-02-05","12:44:34","2020-02-05","12:44:34","Exitosa","153674","H16632R000614","Medellin","J&B Laureles",120000,"cop","442138622258",1250
"51580924765182",12655,"2020-02-05","12:46:24","2020-02-05","12:46:24","Exitosa","226855","H16632R000652","Cali","Ciudad Jardin",60000,"cop","442138622258",418
"51580924941262",12657,"2020-02-05","12:49:15","2020-02-05","12:49:15","Exitosa","171835","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"21580925007734",12659,"2020-02-05","12:50:24","2020-02-05","12:50:24","Exitosa","72192","H16632R000652","Cali","Ciudad Jardin",50000,"cop","442138622258",418
"11580925092616",12663,"2020-02-05","12:51:13","2020-02-05","12:51:13","Exitosa","211641","H16632R000614","Medellin","J&B Laureles",50000,"cop","442138622258",760
"81580924976382",12664,"2020-02-05","12:51:14","2020-02-05","12:51:14","Exitosa","149568","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",50000,"cop","442138622258",418
"91580925109566",12665,"2020-02-05","12:51:18","2020-02-05","12:51:18","Exitosa","217789","H16632R000429","Bogota","NB Chia",5000,"cop","442138622258",760
"91580925139947",12669,"2020-02-05","12:52:44","2020-02-05","12:52:44","Exitosa","74669","H16632R000635","Bucaramanga","Restaurante-Bucaramanga",20000,"cop","442138622258",418
"21580925136497",12670,"2020-02-05","12:52:44","2020-02-05","12:52:44","Exitosa","201782","H16632R000652","Cali","Ciudad Jardin",70000,"cop","442138622258",418
"61580925061295",12671,"2020-02-05","12:52:47","2020-02-05","12:52:47","Exitosa","206896","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",20000,"cop","442138622258",418
"01580925359975",12673,"2020-02-05","12:55:59","2020-02-05","12:55:59","Exitosa","110340","H16632R000452","Medellin","C.C. Del Rio",55000,"cop","442138622258",418
"41580925401492",12675,"2020-02-05","12:56:45","2020-02-05","12:56:45","Exitosa","175104","H16632R000452","Medellin","C.C. Del Rio",50000,"cop","442138622258",418
"91580925417396",12677,"2020-02-05","12:58:02","2020-02-05","12:58:02","Exitosa","159409","1810P0920AWM3272","Cartagena","Heladeria",40000,"cop","442138622258",418
"61580925612070",12680,"2020-02-05","13:01:09","2020-02-05","13:01:09","Exitosa","187446","H16632R000633","Bogota","NB Modelia",19000,"cop","442138622258",760
"51580925713121",12682,"2020-02-05","13:02:03","2020-02-05","13:02:03","Exitosa","185435","H16632R000635","Bucaramanga","Restaurante-Bucaramanga",50000,"cop","442138622258",418
"61580925614319",12683,"2020-02-05","13:03:54","2020-02-05","13:03:54","Exitosa","83156","H16632R000660","Barranquilla","Bahia",405000,"cop","442138622258",819
"21580925851649",12686,"2020-02-05","13:04:57","2020-02-05","13:04:57","Exitosa","188162","H16632R000660","Barranquilla","Bahia",150000,"cop","442138622258",687
"51580925956410",12687,"2020-02-05","13:06:02","2020-02-05","13:06:02","Exitosa","172835","H16632R000620","Bogota","Polo",50000,"cop","442138622258",418
"31580925981941",12689,"2020-02-05","13:07:23","2020-02-05","13:07:23","Exitosa","231573","1810P0920AWM3272","Cartagena","Heladeria",10000,"cop","442138622258",418
"11580926107301",12691,"2020-02-05","13:08:32","2020-02-05","13:08:32","Exitosa","168771","H16632R000614","Medellin","J&B Laureles",70000,"cop","442138622258",760
"91580926161450",12694,"2020-02-05","13:09:07","2020-02-05","13:09:07","Exitosa","168769","H16632R000614","Medellin","J&B Laureles",40000,"cop","442138622258",760
"91580926168960",12697,"2020-02-05","13:09:49","2020-02-05","13:09:49","Exitosa","209339","H16632R000652","Cali","Ciudad Jardin",40000,"cop","442138622258",418
"81580926229508",12699,"2020-02-05","13:11:23","2020-02-05","13:11:23","Exitosa","74148","1810P0920AWM3272","Cartagena","Heladeria",20000,"cop","442138622258",418
"91580926338942",12701,"2020-02-05","13:12:34","2020-02-05","13:12:34","Exitosa","229699","1810P0920AWM3306","Bogota","Calle 71",50000,"cop","442138622258",418
"61580926391519",12704,"2020-02-05","13:14:14","2020-02-05","13:14:14","Exitosa","177136","1810P0920AWM3272","Cartagena","Heladeria",40000,"cop","442138622258",418
"71580926438593",12705,"2020-02-05","13:14:17","2020-02-05","13:14:17","Exitosa","137827","H16632R000452","Medellin","C.C. Del Rio",110000,"cop","442138622258",687
"61580926469611",12707,"2020-02-05","13:15:07","2020-02-05","13:15:07","Exitosa","171196","H16632R000635","Bucaramanga","Restaurante-Bucaramanga",50000,"cop","442138622258",418
"71580926450165",12709,"2020-02-05","13:15:39","2020-02-05","13:15:39","Exitosa","158187","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",10000,"cop","442138622258",418
"21580926500563",12711,"2020-02-05","13:16:01","2020-02-05","13:16:01","Exitosa","170842","1810P0920AWM3272","Cartagena","Heladeria",40000,"cop","442138622258",418
